sample_name,cluster_label,class,donor,sex,age_days,cortical_layer
F1S4_170420_098_B01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_098_C01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_098_E01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_098_F01,Exc L3-5 RORB TWIST2,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_098_G01,Exc L2 LAMP5 LTK,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_098_H01,Astro L1-6 FGFR3 SLC14A1,Non-neuronal,H200.1030,M,19710,L3
F1S4_170420_099_A01,Inh L2-4 SST FRZB,GABAergic,H200.1030,M,19710,L3
F1S4_170420_099_B01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_099_C01,no class,no class,H200.1030,M,19710,L3
F1S4_170420_099_D01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_099_E01,Inh L2-4 PVALB WFDC2,GABAergic,H200.1030,M,19710,L3
F1S4_170420_099_F01,Inh L1-4 LAMP5 LCP2,GABAergic,H200.1030,M,19710,L3
F1S4_170420_099_G01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_100_A01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_100_C01,Inh L3-5 SST ADGRG6,GABAergic,H200.1030,M,19710,L3
F1S4_170420_100_D01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_100_E01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_101_B01,Inh L1-3 SST CALB1,GABAergic,H200.1030,M,19710,L3
F1S4_170420_101_D01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_101_E01,Inh L2-3 VIP CASC6,GABAergic,H200.1030,M,19710,L3
F1S4_170420_101_F01,Inh L3-6 VIP HS3ST3A1,GABAergic,H200.1030,M,19710,L3
F1S4_170420_101_G01,Inh L2-4 PVALB WFDC2,GABAergic,H200.1030,M,19710,L3
F1S4_170420_101_H01,Astro L1-6 FGFR3 SLC14A1,Non-neuronal,H200.1030,M,19710,L3
F1S4_170420_102_A01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_102_C01,Inh L2-4 PVALB WFDC2,GABAergic,H200.1030,M,19710,L3
F1S4_170420_102_D01,Exc L3-5 RORB FILIP1L,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_102_E01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_102_G01,Inh L3-5 SST ADGRG6,GABAergic,H200.1030,M,19710,L3
F1S4_170420_102_H01,Oligo L1-6 OPALIN,Non-neuronal,H200.1030,M,19710,L3
F1S4_170420_103_A01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_103_B01,Exc L3-4 RORB CARM1P1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_103_D01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_103_F01,Inh L2-5 PVALB SCUBE3,GABAergic,H200.1030,M,19710,L3
F1S4_170420_103_G01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_103_H01,Astro L1-6 FGFR3 SLC14A1,Non-neuronal,H200.1030,M,19710,L3
F1S4_170420_104_A01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_104_B01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_104_C01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_104_D01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_104_F01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_104_G01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_104_H01,Micro L1-6 TYROBP,Non-neuronal,H200.1030,M,19710,L3
F1S4_170420_105_A01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_105_B01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_105_D01,Inh L1-3 VIP ADAMTSL1,GABAergic,H200.1030,M,19710,L3
F1S4_170420_105_E01,Exc L3-5 RORB FILIP1L,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_105_G01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_105_H01,Oligo L1-6 OPALIN,Non-neuronal,H200.1030,M,19710,L3
F1S4_170420_106_A01,Inh L2-4 PVALB WFDC2,GABAergic,H200.1030,M,19710,L3
F1S4_170420_106_B01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_106_C01,Inh L1-3 VIP CHRM2,GABAergic,H200.1030,M,19710,L3
F1S4_170420_106_D01,Inh L3-5 SST ADGRG6,GABAergic,H200.1030,M,19710,L3
F1S4_170420_106_E01,Exc L3-5 RORB COL22A1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_106_F01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_106_G01,Inh L1-4 LAMP5 LCP2,GABAergic,H200.1030,M,19710,L3
F1S4_170420_106_H01,Oligo L1-6 OPALIN,Non-neuronal,H200.1030,M,19710,L3
F1S4_170420_107_A01,Inh L2-4 PVALB WFDC2,GABAergic,H200.1030,M,19710,L3
F1S4_170420_107_B01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_107_D01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_107_E01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_107_F01,Inh L2-6 LAMP5 CA1,GABAergic,H200.1030,M,19710,L3
F1S4_170420_107_G01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_108_A01,Exc L3-4 RORB CARM1P1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_108_D01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_108_E01,Exc L2 LAMP5 LTK,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_109_C01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_109_D01,no class,no class,H200.1030,M,19710,L3
F1S4_170420_109_E01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_109_F01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_109_G01,Inh L3-5 SST ADGRG6,GABAergic,H200.1030,M,19710,L3
F1S4_170420_109_H01,Oligo L1-6 OPALIN,Non-neuronal,H200.1030,M,19710,L3
F1S4_170420_110_A01,Inh L2-4 PVALB WFDC2,GABAergic,H200.1030,M,19710,L3
F1S4_170420_110_B01,Inh L1-3 VIP CHRM2,GABAergic,H200.1030,M,19710,L3
F1S4_170420_110_C01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_110_D01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_110_E01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_110_G01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_111_A01,Inh L2-4 PVALB WFDC2,GABAergic,H200.1030,M,19710,L3
F1S4_170420_111_C01,Exc L3-4 RORB CARM1P1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_111_D01,Inh L3-6 SST NPY,GABAergic,H200.1030,M,19710,L3
F1S4_170420_111_F01,Inh L1-4 VIP CHRNA6,GABAergic,H200.1030,M,19710,L3
F1S4_170420_111_G01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_112_A01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_112_B01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_112_C01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_112_D01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_112_E01,Exc L3-5 RORB FILIP1L,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_112_F01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_113_A01,Exc L3-5 RORB FILIP1L,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_113_B01,Inh L1-4 LAMP5 LCP2,GABAergic,H200.1030,M,19710,L3
F1S4_170420_113_C01,Inh L1-4 LAMP5 LCP2,GABAergic,H200.1030,M,19710,L3
F1S4_170420_113_D01,Inh L1-4 VIP OPRM1,GABAergic,H200.1030,M,19710,L3
F1S4_170420_113_E01,Exc L3-4 RORB CARM1P1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_113_G01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_114_A01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_114_B01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_114_C01,Inh L2-4 VIP SPAG17,GABAergic,H200.1030,M,19710,L3
F1S4_170420_114_D01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_114_E01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_114_F01,Exc L2-4 LINC00507 GLP2R,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_114_G01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_115_B01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_115_C01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_115_D01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_115_E01,Inh L1-4 LAMP5 LCP2,GABAergic,H200.1030,M,19710,L3
F1S4_170420_115_F01,Inh L2-4 PVALB WFDC2,GABAergic,H200.1030,M,19710,L3
F1S4_170420_115_G01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_115_H01,Oligo L1-6 OPALIN,Non-neuronal,H200.1030,M,19710,L3
F1S4_170420_116_A01,Exc L2 LAMP5 LTK,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_116_B01,Exc L3-4 RORB CARM1P1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_116_D01,Inh L2-4 PVALB WFDC2,GABAergic,H200.1030,M,19710,L3
F1S4_170420_116_E01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_116_F01,Inh L3-6 SST HPGD,GABAergic,H200.1030,M,19710,L3
F1S4_170420_116_G01,Exc L3-5 RORB FILIP1L,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_116_H01,Oligo L1-6 OPALIN,Non-neuronal,H200.1030,M,19710,L3
F1S4_170420_117_A01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_117_B01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_117_C01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_117_D01,Inh L4-6 PVALB SULF1,GABAergic,H200.1030,M,19710,L3
F1S4_170420_117_E01,Inh L1-4 LAMP5 LCP2,GABAergic,H200.1030,M,19710,L3
F1S4_170420_117_F01,Exc L3-5 RORB COL22A1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_117_G01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_117_H01,Astro L1-6 FGFR3 SLC14A1,Non-neuronal,H200.1030,M,19710,L3
F1S4_170420_118_A01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_118_B01,Inh L1-4 LAMP5 LCP2,GABAergic,H200.1030,M,19710,L3
F1S4_170420_118_C01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_118_D01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_118_E01,Exc L3-5 RORB FILIP1L,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_118_F01,Inh L2-6 LAMP5 CA1,GABAergic,H200.1030,M,19710,L3
F1S4_170420_118_G01,Exc L2 LAMP5 LTK,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_118_H01,Oligo L1-6 OPALIN,Non-neuronal,H200.1030,M,19710,L3
F1S4_170420_119_A01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_119_B01,Inh L1-3 SST CALB1,GABAergic,H200.1030,M,19710,L3
F1S4_170420_119_C01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_119_E01,Exc L3-5 RORB COL22A1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_119_F01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_119_H01,Micro L1-6 TYROBP,Non-neuronal,H200.1030,M,19710,L3
F1S4_170420_120_C01,Inh L2-4 PVALB WFDC2,GABAergic,H200.1030,M,19710,L3
F1S4_170420_120_D01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_120_E01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_120_F01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_120_G01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_121_B01,Inh L1-3 SST CALB1,GABAergic,H200.1030,M,19710,L3
F1S4_170420_121_C01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_121_D01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_121_F01,Exc L2-4 LINC00507 GLP2R,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_121_G01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_122_A01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_122_B01,Exc L3-5 RORB FILIP1L,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_122_C01,Inh L2-5 PVALB SCUBE3,GABAergic,H200.1030,M,19710,L3
F1S4_170420_122_D01,Inh L1-2 VIP LBH,GABAergic,H200.1030,M,19710,L3
F1S4_170420_122_E01,Exc L3-4 RORB CARM1P1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_122_F01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_122_G01,Inh L1-2 PAX6 CDH12,GABAergic,H200.1030,M,19710,L3
F1S4_170420_123_A01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_123_C01,Inh L1-4 LAMP5 LCP2,GABAergic,H200.1030,M,19710,L3
F1S4_170420_123_E01,Inh L1-4 LAMP5 LCP2,GABAergic,H200.1030,M,19710,L3
F1S4_170420_123_H01,Astro L1-6 FGFR3 SLC14A1,Non-neuronal,H200.1030,M,19710,L3
F1S4_170420_124_A01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_124_B01,Inh L1-3 VIP ADAMTSL1,GABAergic,H200.1030,M,19710,L3
F1S4_170420_124_C01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_124_D01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_124_E01,Inh L1-3 VIP CHRM2,GABAergic,H200.1030,M,19710,L3
F1S4_170420_124_F01,Inh L2-5 VIP SERPINF1,GABAergic,H200.1030,M,19710,L3
F1S4_170420_124_G01,Inh L1-3 SST CALB1,GABAergic,H200.1030,M,19710,L3
F1S4_170420_124_H01,Micro L1-6 TYROBP,Non-neuronal,H200.1030,M,19710,L3
F1S4_170420_125_A01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_125_B01,Inh L1-3 VIP CCDC184,GABAergic,H200.1030,M,19710,L3
F1S4_170420_125_C01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_125_D01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_125_E01,Exc L4-5 RORB DAPK2,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_125_G01,Inh L2-4 VIP CBLN1,GABAergic,H200.1030,M,19710,L3
F1S4_170420_126_A01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_126_B01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_126_C01,Inh L1-3 VIP GGH,GABAergic,H200.1030,M,19710,L3
F1S4_170420_126_F01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_126_G01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_126_H01,Astro L1-6 FGFR3 SLC14A1,Non-neuronal,H200.1030,M,19710,L3
F1S4_170420_127_A01,Inh L4-6 SST B3GAT2,GABAergic,H200.1030,M,19710,L3
F1S4_170420_127_B01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_127_C01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_127_E01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_127_F01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_127_G01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_127_H01,OPC L1-6 PDGFRA,Non-neuronal,H200.1030,M,19710,L3
F1S4_170420_128_A01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_128_B01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_128_C01,Exc L3-5 RORB COL22A1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_128_D01,Inh L1-3 VIP CCDC184,GABAergic,H200.1030,M,19710,L3
F1S4_170420_128_E01,Inh L1-4 LAMP5 LCP2,GABAergic,H200.1030,M,19710,L3
F1S4_170420_128_F01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_128_G01,Exc L3-5 RORB COL22A1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_129_A01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_129_B01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_129_C01,Inh L2-4 PVALB WFDC2,GABAergic,H200.1030,M,19710,L3
F1S4_170420_129_D01,Inh L2-4 SST FRZB,GABAergic,H200.1030,M,19710,L3
F1S4_170420_129_E01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_129_G01,Inh L1-3 SST CALB1,GABAergic,H200.1030,M,19710,L3
F1S4_170420_130_A01,Exc L2-4 LINC00507 GLP2R,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_130_B01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_130_C01,Inh L1-3 VIP CCDC184,GABAergic,H200.1030,M,19710,L3
F1S4_170420_130_D01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_130_E01,Exc L3-5 RORB COL22A1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_130_F01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_130_G01,Exc L2-4 LINC00507 GLP2R,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_131_A01,Exc L3-4 RORB CARM1P1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_131_B01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_131_D01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_131_E01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_131_G01,Exc L3-4 RORB CARM1P1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_132_A01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_132_B01,Exc L3-4 RORB CARM1P1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_132_D01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_132_E01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_132_F01,Inh L1-3 SST CALB1,GABAergic,H200.1030,M,19710,L3
F1S4_170420_132_G01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_170420_132_H01,Micro L1-6 TYROBP,Non-neuronal,H200.1030,M,19710,L3
F1S4_170426_025_A01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_025_B01,Exc L6 FEZF2 SCUBE1,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_025_D01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_025_E01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_025_F01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_026_C01,Inh L3-6 SST NPY,GABAergic,H200.1023,F,15695,L6
F1S4_170426_026_D01,Inh L5-6 LHX6 GLP1R,GABAergic,H200.1023,F,15695,L6
F1S4_170426_026_E01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_026_F01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_027_A01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_027_B01,Inh L2-6 LAMP5 CA1,GABAergic,H200.1023,F,15695,L6
F1S4_170426_027_C01,Exc L5-6 RORB TTC12,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_027_D01,Inh L2-6 LAMP5 CA1,GABAergic,H200.1023,F,15695,L6
F1S4_170426_027_E01,Exc L6 FEZF2 SCUBE1,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_027_F01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_027_G01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_028_A01,Exc L6 FEZF2 OR2T8,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_028_B01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_028_C01,Inh L2-6 LAMP5 CA1,GABAergic,H200.1023,F,15695,L6
F1S4_170426_028_D01,Inh L5-6 SST MIR548F2,GABAergic,H200.1023,F,15695,L6
F1S4_170426_028_E01,Inh L4-6 PVALB SULF1,GABAergic,H200.1023,F,15695,L6
F1S4_170426_028_G01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_029_A01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_029_B01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_029_C01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_029_D01,Inh L2-6 LAMP5 CA1,GABAergic,H200.1023,F,15695,L6
F1S4_170426_029_F01,no class,no class,H200.1023,F,15695,L6
F1S4_170426_029_G01,Inh L5-6 SST NPM1P10,GABAergic,H200.1023,F,15695,L6
F1S4_170426_030_A01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_030_B01,Exc L6 FEZF2 SCUBE1,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_030_C01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_030_D01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_030_E01,Exc L5-6 FEZF2 EFTUD1P1,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_030_F01,Inh L3-6 SST NPY,GABAergic,H200.1023,F,15695,L6
F1S4_170426_030_G01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_031_A01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_031_B01,Exc L6 FEZF2 SCUBE1,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_031_C01,Exc L5-6 THEMIS CRABP1,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_031_D01,Inh L1 LAMP5 NMBR,GABAergic,H200.1023,F,15695,L6
F1S4_170426_031_E01,Inh L3-6 VIP HS3ST3A1,GABAergic,H200.1023,F,15695,L6
F1S4_170426_031_F01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_031_G01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_032_A01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_032_B01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_032_C01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_032_D01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_032_E01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_032_F01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_032_H01,Oligo L1-6 OPALIN,Non-neuronal,H200.1023,F,15695,L6
F1S4_170426_033_A01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_033_C01,Inh L4-6 SST GXYLT2,GABAergic,H200.1023,F,15695,L6
