sample_name,cluster_label,class,subclass,donor_sex,region,cortical_layer,external_donor_name
SM-GE8XV_S153_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,M,S1lm,L6b,H200.1030
SM-GE8XV_S154_E1-50,Exc L6 THEMIS EGR3,Glutamatergic,IT,M,S1lm,L6b,H200.1030
SM-GE8XV_S155_E1-50,Exc L6 THEMIS EGR3,Glutamatergic,IT,M,S1lm,L6b,H200.1030
SM-GE8XV_S156_E1-50,Exc L5-6 THEMIS OR1J1,Glutamatergic,IT,M,S1lm,L6b,H200.1030
SM-GE8XV_S159_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,M,S1lm,L6b,H200.1030
SM-GE8XV_S160_E1-50,Oligo L4-6 OPALIN,Non-neuronal,Oligodendrocyte,M,S1lm,L6b,H200.1030
SM-GE8XV_S161_E1-50,Exc L6 THEMIS EGR3,Glutamatergic,IT,M,S1lm,L6b,H200.1030
SM-GE8XV_S162_E1-50,Exc L6 FEZF2 KRT17,Glutamatergic,L6b,M,S1lm,L6b,H200.1030
SM-GE8XV_S163_E1-50,Exc L6 FEZF2 CPZ,Glutamatergic,L6 CT,M,S1lm,L6b,H200.1030
SM-GE8XV_S164_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,M,S1lm,L6b,H200.1030
SM-GE8XV_S165_E1-50,Exc L6 FEZF2 TBC1D26,Glutamatergic,L6b,M,S1lm,L6b,H200.1030
SM-GE8XV_S166_E1-50,Exc L6 FEZF2 KRT17,Glutamatergic,L6b,M,S1lm,L6b,H200.1030
SM-GE8XV_S167_E1-50,Inh L5-6 SST ISOC1,GABAergic,SST,M,S1lm,L6b,H200.1030
SM-GE8XV_S168_E1-50,Oligo L4-6 OPALIN,Non-neuronal,Oligodendrocyte,M,S1lm,L6b,H200.1030
SM-GE8XW_S098_E1-50,Exc L2-4 RORB GRIK1,Glutamatergic,L4 IT,M,S1lm,L4,H200.1030
SM-GE8XW_S099_E1-50,Exc L4 RORB CCDC168,Glutamatergic,L4 IT,M,S1lm,L4,H200.1030
SM-GE8XW_S100_E1-50,Exc L3-4 RORB PRSS12,Glutamatergic,IT,M,S1lm,L4,H200.1030
SM-GE8XW_S101_E1-50,Inh L3-4 PVALB HOMER3,GABAergic,PVALB,M,S1lm,L4,H200.1030
SM-GE8XW_S102_E1-50,Exc L2-4 RORB GRIK1,Glutamatergic,L4 IT,M,S1lm,L4,H200.1030
SM-GE8XW_S103_E1-50,Inh L3-5 SST MAFB,GABAergic,SST,M,S1lm,L4,H200.1030
SM-GE8XW_S105_E1-50,Inh L3-5 SST MAFB,GABAergic,SST,M,S1lm,L4,H200.1030
SM-GE8XW_S106_E1-50,Inh L3-4 PVALB HOMER3,GABAergic,PVALB,M,S1lm,L4,H200.1030
SM-GE8XW_S108_E1-50,Inh L3-5 SST MAFB,GABAergic,SST,M,S1lm,L4,H200.1030
SM-GE8XW_S109_E1-50,Inh L3-5 SST MAFB,GABAergic,SST,M,S1lm,L4,H200.1030
SM-GE8XW_S113_E1-50,Exc L2-4 RORB GRIK1,Glutamatergic,L4 IT,M,S1lm,L4,H200.1030
SM-GE8XW_S114_E1-50,Inh L3-4 PVALB HOMER3,GABAergic,PVALB,M,S1lm,L4,H200.1030
SM-GE8XW_S115_E1-50,Exc L2-4 RORB GRIK1,Glutamatergic,L4 IT,M,S1lm,L4,H200.1030
SM-GE8XW_S116_E1-50,Inh L2-4 SST AHR,GABAergic,SST,M,S1lm,L4,H200.1030
SM-GE8XW_S117_E1-50,Inh L3-6 PVALB MFI2,GABAergic,PVALB,M,S1lm,L4,H200.1030
SM-GE8XW_S118_E1-50,Exc L2-4 RORB GRIK1,Glutamatergic,L4 IT,M,S1lm,L4,H200.1030
SM-GE8XW_S119_E1-50,Exc L2-4 RORB GRIK1,Glutamatergic,L4 IT,M,S1lm,L4,H200.1030
SM-GE8XW_S125_E1-50,Exc L3-4 RORB PRSS12,Glutamatergic,IT,M,S1lm,L5,H200.1030
SM-GE8XW_S126_E1-50,Inh L5 PVALB CNTNAP3P2,GABAergic,PVALB,M,S1lm,L5,H200.1030
SM-GE8XW_S127_E1-50,Inh L3-5 SST MAFB,GABAergic,SST,M,S1lm,L5,H200.1030
SM-GE8XW_S129_E1-50,Inh L4-6 SST MTHFD2P6,GABAergic,SST,M,S1lm,L5,H200.1030
SM-GE8XW_S130_E1-50,Inh L4-6 SST MTHFD2P6,GABAergic,SST,M,S1lm,L5,H200.1030
SM-GE8XW_S131_E1-50,Outlier L5-6 SST KLHDC8A,Exclude,Exclude,M,S1lm,L5,H200.1030
SM-GE8XW_S132_E1-50,Inh L3-4 PVALB HOMER3,GABAergic,PVALB,M,S1lm,L5,H200.1030
SM-GE8XW_S133_E1-50,Inh L2-5 VIP TOX2,GABAergic,VIP,M,S1lm,L5,H200.1030
SM-GE8XW_S134_E1-50,Inh L5 PVALB CNTNAP3P2,GABAergic,PVALB,M,S1lm,L5,H200.1030
SM-GE8XW_S135_E1-50,Inh L4-6 SST MTHFD2P6,GABAergic,SST,M,S1lm,L5,H200.1030
SM-GE8XW_S136_E1-50,Micro L1-6 C1QC,Non-neuronal,Microglia,M,S1lm,L5,H200.1030
SM-GE8XW_S137_E1-50,Inh L2-4 PVALB C8orf4,GABAergic,PVALB,M,S1lm,L5,H200.1030
SM-GE8XW_S139_E1-50,Inh L3-5 SST MAFB,GABAergic,SST,M,S1lm,L5,H200.1030
SM-GE8XW_S140_E1-50,Exc L5-6 THEMIS IL7R,Glutamatergic,L5/6 IT Car3,M,S1lm,L5,H200.1030
SM-GE8XW_S141_E1-50,Inh L5 PVALB CNTNAP3P2,GABAergic,PVALB,M,S1lm,L5,H200.1030
SM-GE8XW_S142_E1-50,Exc L5-6 FEZF2 ANKRD20A1,Glutamatergic,L6 CT,M,S1lm,L5,H200.1030
SM-GE8XW_S143_E1-50,Inh L3-5 SST MAFB,GABAergic,SST,M,S1lm,L5,H200.1030
SM-GE8XW_S153_E1-50,Outlier L1-3 SST OR2AD1P,Exclude,Exclude,M,S1lm,L6b,H200.1030
SM-GE8XW_S154_E1-50,Exc L6 THEMIS EGR3,Glutamatergic,IT,M,S1lm,L6b,H200.1030
SM-GE8XW_S155_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,S1lm,L6b,H200.1030
SM-GE8XW_S156_E1-50,Exc L6 FEZF2 FAM95C,Glutamatergic,L6 CT,M,S1lm,L6b,H200.1030
SM-GE8XW_S157_E1-50,Outlier L1-6 RORB PTP4A2P1,Exclude,Exclude,M,S1lm,L6b,H200.1030
SM-GE8XW_S158_E1-50,Exc L6 FEZF2 FAM95C,Glutamatergic,L6 CT,M,S1lm,L6b,H200.1030
SM-GE8XW_S159_E1-50,Exc L6 FEZF2 FAM95C,Glutamatergic,L6 CT,M,S1lm,L6b,H200.1030
SM-GE8XW_S160_E1-50,Oligo L4-6 OPALIN,Non-neuronal,Oligodendrocyte,M,S1lm,L6b,H200.1030
SM-GE8XW_S161_E1-50,Exc L6 FEZF2 FAM95C,Glutamatergic,L6 CT,M,S1lm,L6b,H200.1030
SM-GE8XW_S162_E1-50,Exc L6 FEZF2 FAM95C,Glutamatergic,L6 CT,M,S1lm,L6b,H200.1030
SM-GE8XW_S163_E1-50,Exc L6 FEZF2 FAM95C,Glutamatergic,L6 CT,M,S1lm,L6b,H200.1030
SM-GE8XW_S164_E1-50,Exc L6 FEZF2 FAM95C,Glutamatergic,L6 CT,M,S1lm,L6b,H200.1030
SM-GE8XW_S165_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,S1lm,L6b,H200.1030
SM-GE8XW_S166_E1-50,Exc L6 FEZF2 VWA2,Glutamatergic,L6 CT,M,S1lm,L6b,H200.1030
SM-GE8XW_S167_E1-50,Exc L6 FEZF2 FAM95C,Glutamatergic,L6 CT,M,S1lm,L6b,H200.1030
SM-GE8XW_S168_E1-50,Micro L1-6 C1QC,Non-neuronal,Microglia,M,S1lm,L6b,H200.1030
SM-GE8XW_S169_E1-50,Exc L3-4 RORB PRSS12,Glutamatergic,IT,M,S1ul,L2,H200.1025
SM-GE8XW_S170_E1-50,Exc L2-4 RORB GRIK1,Glutamatergic,L4 IT,M,S1ul,L2,H200.1025
SM-GE8XW_S171_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,S1ul,L2,H200.1025
SM-GE8XW_S172_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,S1ul,L2,H200.1025
SM-GE8XW_S174_E1-50,Outlier L1-2 THEMIS IGH,Exclude,Exclude,M,S1ul,L2,H200.1025
SM-GE8XW_S175_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,S1ul,L2,H200.1025
SM-GE8XW_S176_E1-50,Micro L1-6 C1QC,Non-neuronal,Microglia,M,S1ul,L2,H200.1025
SM-GE8XW_S177_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,S1ul,L2,H200.1025
SM-GE8XW_S178_E1-50,Exc L2-4 RORB GRIK1,Glutamatergic,L4 IT,M,S1ul,L2,H200.1025
SM-GE8XW_S179_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,S1ul,L2,H200.1025
SM-GE8XW_S180_E1-50,Exc L2-4 RORB GRIK1,Glutamatergic,L4 IT,M,S1ul,L2,H200.1025
SM-GE8XW_S181_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,S1ul,L2,H200.1025
SM-GE8XW_S182_E1-50,Outlier L1-6 RORB PTP4A2P1,Exclude,Exclude,M,S1ul,L2,H200.1025
SM-GE8XW_S183_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,S1ul,L2,H200.1025
SM-GE8XW_S184_E1-50,OPC L1-6 MYT1,Non-neuronal,OPC,M,S1ul,L2,H200.1025
SM-GE8XW_S185_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,S1ul,L2,H200.1025
SM-GE8XW_S186_E1-50,Exc L2-4 RORB GRIK1,Glutamatergic,L4 IT,M,S1ul,L2,H200.1025
SM-GE8XW_S187_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,S1ul,L2,H200.1025
SM-GE8XW_S188_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,S1ul,L2,H200.1025
SM-GE8XW_S189_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,S1ul,L2,H200.1025
SM-GE8XW_S190_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,S1ul,L2,H200.1025
SM-GE8XW_S191_E1-50,Inh L2-4 PVALB C8orf4,GABAergic,PVALB,M,S1ul,L2,H200.1025
SM-GE8XW_S192_E1-50,OPC L1-6 MYT1,Non-neuronal,OPC,M,S1ul,L2,H200.1025
SM-GE8XX_S001_E1-50,Inh L3-4 PVALB HOMER3,GABAergic,PVALB,M,S1lm,L4,H200.1030
SM-GE8XX_S002_E1-50,Inh L3-5 SST MAFB,GABAergic,SST,M,S1lm,L4,H200.1030
SM-GE8XX_S003_E1-50,Inh L1-6 VIP RGS16,GABAergic,VIP,M,S1lm,L4,H200.1030
SM-GE8XX_S004_E1-50,Exc L2-4 RORB GRIK1,Glutamatergic,L4 IT,M,S1lm,L4,H200.1030
SM-GE8XX_S005_E1-50,Exc L2-4 RORB GRIK1,Glutamatergic,L4 IT,M,S1lm,L4,H200.1030
SM-GE8XX_S006_E1-50,Exc L2-4 RORB GRIK1,Glutamatergic,L4 IT,M,S1lm,L4,H200.1030
SM-GE8XX_S007_E1-50,Inh L3-5 SST MAFB,GABAergic,SST,M,S1lm,L4,H200.1030
SM-GE8XX_S008_E1-50,OPC L1-6 MYT1,Non-neuronal,OPC,M,S1lm,L4,H200.1030
SM-GE8XX_S009_E1-50,Inh L2-4 SST AHR,GABAergic,SST,M,S1lm,L4,H200.1030
SM-GE8XX_S011_E1-50,Exc L5 FEZF2 DYRK2,Glutamatergic,L5/6 NP,M,S1lm,L4,H200.1030
SM-GE8XX_S012_E1-50,Exc L4 RORB CCDC168,Glutamatergic,L4 IT,M,S1lm,L4,H200.1030
SM-GE8XX_S013_E1-50,Exc L2-4 RORB GRIK1,Glutamatergic,L4 IT,M,S1lm,L4,H200.1030
SM-GE8XX_S014_E1-50,Inh L3-5 SST MAFB,GABAergic,SST,M,S1lm,L4,H200.1030
SM-GE8XX_S015_E1-50,Exc L2-4 RORB GRIK1,Glutamatergic,L4 IT,M,S1lm,L4,H200.1030
SM-GE8XX_S016_E1-50,Astro L1-6 FGFR3 ETNPPL,Non-neuronal,Astrocyte,M,S1lm,L4,H200.1030
SM-GE8XX_S017_E1-50,Inh L2-4 PVALB C8orf4,GABAergic,PVALB,M,S1lm,L4,H200.1030
SM-GE8XX_S019_E1-50,Inh L3-4 PVALB HOMER3,GABAergic,PVALB,M,S1lm,L4,H200.1030
SM-GE8XX_S020_E1-50,Exc L4 RORB CCDC168,Glutamatergic,L4 IT,M,S1lm,L4,H200.1030
SM-GE8XX_S021_E1-50,Inh L3-5 SST MAFB,GABAergic,SST,M,S1lm,L4,H200.1030
SM-GE8XX_S022_E1-50,Inh L3-4 PVALB HOMER3,GABAergic,PVALB,M,S1lm,L4,H200.1030
SM-GE8XX_S023_E1-50,Exc L2-4 RORB GRIK1,Glutamatergic,L4 IT,M,S1lm,L4,H200.1030
SM-GE8XX_S024_E1-50,Oligo L4-6 OPALIN,Non-neuronal,Oligodendrocyte,M,S1lm,L4,H200.1030
SM-GE8XX_S025_E1-50,Inh L4-6 SST MTHFD2P6,GABAergic,SST,M,S1lm,L5,H200.1030
SM-GE8XX_S026_E1-50,Inh L3-5 SST MAFB,GABAergic,SST,M,S1lm,L5,H200.1030
SM-GE8XX_S027_E1-50,Exc L6 FEZF2 VWA2,Glutamatergic,L6 CT,M,S1lm,L5,H200.1030
SM-GE8XX_S029_E1-50,Inh L2-5 VIP TOX2,GABAergic,VIP,M,S1lm,L5,H200.1030
SM-GE8XX_S030_E1-50,Inh L3-5 SST MAFB,GABAergic,SST,M,S1lm,L5,H200.1030
SM-GE8XX_S031_E1-50,Exc L6 FEZF2 VWA2,Glutamatergic,L6 CT,M,S1lm,L5,H200.1030
SM-GE8XX_S033_E1-50,Exc L5-6 THEMIS IL7R,Glutamatergic,L5/6 IT Car3,M,S1lm,L5,H200.1030
SM-GE8XX_S034_E1-50,Exc L6 FEZF2 VWA2,Glutamatergic,L6 CT,M,S1lm,L5,H200.1030
SM-GE8XX_S035_E1-50,Inh L4-6 SST MTHFD2P6,GABAergic,SST,M,S1lm,L5,H200.1030
SM-GE8XX_S036_E1-50,Inh L3-5 SST MAFB,GABAergic,SST,M,S1lm,L5,H200.1030
SM-GE8XX_S037_E1-50,Exc L5 RORB LINC01202,Glutamatergic,IT,M,S1lm,L5,H200.1030
SM-GE8XX_S038_E1-50,Inh L3-6 VIP KCTD13,GABAergic,VIP,M,S1lm,L5,H200.1030
SM-GE8XX_S039_E1-50,Inh L1-6 VIP PENK,GABAergic,VIP,M,S1lm,L5,H200.1030
SM-GE8XX_S040_E1-50,Oligo L4-6 OPALIN,Non-neuronal,Oligodendrocyte,M,S1lm,L5,H200.1030
SM-GE8XX_S041_E1-50,Inh L3-5 SST MAFB,GABAergic,SST,M,S1lm,L5,H200.1030
SM-GE8XX_S042_E1-50,Exc L5-6 THEMIS IL7R,Glutamatergic,L5/6 IT Car3,M,S1lm,L5,H200.1030
SM-GE8XX_S043_E1-50,Inh L5-6 PVALB STON2,GABAergic,PVALB,M,S1lm,L5,H200.1030
SM-GE8XX_S044_E1-50,Inh L3 VIP CBLN1,GABAergic,VIP,M,S1lm,L5,H200.1030
SM-GE8XX_S045_E1-50,Inh L3-5 SST MAFB,GABAergic,SST,M,S1lm,L5,H200.1030
SM-GE8XX_S046_E1-50,Inh L5-6 LAMP5 SFTA3,GABAergic,LAMP5,M,S1lm,L5,H200.1030
SM-GE8XX_S047_E1-50,Exc L6 FEZF2 VWA2,Glutamatergic,L6 CT,M,S1lm,L5,H200.1030
SM-GE8XX_S048_E1-50,Micro L1-6 C1QC,Non-neuronal,Microglia,M,S1lm,L5,H200.1030
SM-GE8XX_S049_E1-50,Exc L6 FEZF2 ETV4,Glutamatergic,L6 CT,M,S1lm,L6b,H200.1030
SM-GE8XX_S050_E1-50,Exc L6 FEZF2 KRT17,Glutamatergic,L6b,M,S1lm,L6b,H200.1030
SM-GE8XX_S051_E1-50,Outlier L1-6 THEMIS CARM1P1,Exclude,Exclude,M,S1lm,L6b,H200.1030
SM-GE8XX_S052_E1-50,Exc L6 FEZF2 KRT17,Glutamatergic,L6b,M,S1lm,L6b,H200.1030
SM-GE8XX_S053_E1-50,Exc L6 FEZF2 ETV4,Glutamatergic,L6 CT,M,S1lm,L6b,H200.1030
SM-GE8XX_S054_E1-50,Exc L6 THEMIS EGR3,Glutamatergic,IT,M,S1lm,L6b,H200.1030
SM-GE8XX_S056_E1-50,Astro L1 FGFR3 FOS,Non-neuronal,Astrocyte,M,S1lm,L6b,H200.1030
SM-GE8XX_S065_E1-50,Exc L6 FEZF2 TBCC,Glutamatergic,L6b,M,S1lm,L6b,H200.1030
SM-GE8XX_S066_E1-50,Exc L6 THEMIS EGR3,Glutamatergic,IT,M,S1lm,L6b,H200.1030
SM-GE8XX_S067_E1-50,Exc L6 THEMIS EGR3,Glutamatergic,IT,M,S1lm,L6b,H200.1030
SM-GE8XX_S068_E1-50,Exc L6 FEZF2 KRT17,Glutamatergic,L6b,M,S1lm,L6b,H200.1030
SM-GE8XX_S069_E1-50,Exc L6 FEZF2 KRT17,Glutamatergic,L6b,M,S1lm,L6b,H200.1030
SM-GE8XX_S070_E1-50,Exc L6 THEMIS EGR3,Glutamatergic,IT,M,S1lm,L6b,H200.1030
SM-GE8XX_S071_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,M,S1lm,L6b,H200.1030
SM-GE8XX_S072_E1-50,OPC L1-6 MYT1,Non-neuronal,OPC,M,S1lm,L6b,H200.1030
SM-GE8XX_S073_E1-50,Exc L3-4 RORB RPS3P6,Glutamatergic,L4 IT,M,S1ul,L1,H200.1025
SM-GE8XX_S075_E1-50,Inh L1 LAMP5 NDNF,GABAergic,LAMP5,M,S1ul,L1,H200.1025
SM-GE8XX_S076_E1-50,Inh L1 LAMP5 NDNF,GABAergic,LAMP5,M,S1ul,L1,H200.1025
SM-GE8XX_S077_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,S1ul,L1,H200.1025
SM-GE8XX_S078_E1-50,Inh L1 LAMP5 NDNF,GABAergic,LAMP5,M,S1ul,L1,H200.1025
SM-GE8XX_S079_E1-50,Inh L1-4 LAMP5 DUSP4,GABAergic,LAMP5,M,S1ul,L1,H200.1025
SM-GE8XX_S081_E1-50,Inh L1 VIP PCDH20,GABAergic,VIP,M,S1ul,L1,H200.1025
SM-GE8XX_S082_E1-50,Inh L1 LAMP5 NDNF,GABAergic,LAMP5,M,S1ul,L1,H200.1025
SM-GE8XX_S083_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,S1ul,L1,H200.1025
SM-GE8XX_S084_E1-50,Inh L1-2 VIP RPL41P3,GABAergic,VIP,M,S1ul,L1,H200.1025
SM-GE8XX_S086_E1-50,Outlier L1-4 SST DNAJC19P8,Exclude,Exclude,M,S1ul,L1,H200.1025
SM-GE8XX_S087_E1-50,Inh L1 LAMP5 GGT8P,GABAergic,LAMP5,M,S1ul,L1,H200.1025
SM-GE8XX_S088_E1-50,Astro L1 FGFR3 FOS,Non-neuronal,Astrocyte,M,S1ul,L1,H200.1025
SM-GE8XX_S089_E1-50,Inh L1 VIP PRSS8,GABAergic,VIP,M,S1ul,L1,H200.1025
SM-GE8XX_S090_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,S1ul,L1,H200.1025
SM-GE8XX_S091_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,S1ul,L1,H200.1025
SM-GE8XX_S092_E1-50,Outlier L4-6 SLC17A7 CALM2P3,Exclude,Exclude,M,S1ul,L1,H200.1025
SM-GE8XX_S093_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,S1ul,L1,H200.1025
SM-GE8XX_S094_E1-50,Inh L1 LAMP5 NDNF,GABAergic,LAMP5,M,S1ul,L1,H200.1025
SM-GE8XX_S095_E1-50,Inh L1 LAMP5 NDNF,GABAergic,LAMP5,M,S1ul,L1,H200.1025
SM-GE8XX_S096_E1-50,Astro L1 FGFR3 MT1G,Non-neuronal,Astrocyte,M,S1ul,L1,H200.1025
SM-GE8XX_S097_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,S1ul,L1,H200.1025
SM-GE8XX_S098_E1-50,Inh L1 LAMP5 NDNF,GABAergic,LAMP5,M,S1ul,L1,H200.1025
SM-GE8XX_S099_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,S1ul,L1,H200.1025
SM-GE8XX_S100_E1-50,Inh L1 VIP PCDH20,GABAergic,VIP,M,S1ul,L1,H200.1025
SM-GE8XX_S101_E1-50,Inh L1-4 LAMP5 DUSP4,GABAergic,LAMP5,M,S1ul,L1,H200.1025
SM-GE8XX_S102_E1-50,Exc L2-4 RORB GRIK1,Glutamatergic,L4 IT,M,S1ul,L1,H200.1025
SM-GE8XX_S103_E1-50,Exc L2-4 RORB GRIK1,Glutamatergic,L4 IT,M,S1ul,L1,H200.1025
SM-GE8XX_S104_E1-50,OPC L1-6 MYT1,Non-neuronal,OPC,M,S1ul,L1,H200.1025
SM-GE8XX_S105_E1-50,Outlier L1-6 RORB PTP4A2P1,Exclude,Exclude,M,S1ul,L1,H200.1025
SM-GE8XX_S106_E1-50,Outlier L1-6 RORB PTP4A2P1,Exclude,Exclude,M,S1ul,L1,H200.1025
SM-GE8XX_S108_E1-50,Inh L1 VIP SOX11,GABAergic,VIP,M,S1ul,L1,H200.1025
SM-GE8XX_S109_E1-50,Outlier L1-2 THEMIS IGH,Exclude,Exclude,M,S1ul,L1,H200.1025
SM-GE8XX_S110_E1-50,Outlier L1-6 RORB PTP4A2P1,Exclude,Exclude,M,S1ul,L1,H200.1025
SM-GE8XX_S111_E1-50,Inh L1-6 PVALB SCUBE3,GABAergic,PVALB,M,S1ul,L1,H200.1025
SM-GE8XX_S113_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,S1ul,L1,H200.1025
SM-GE8XX_S114_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,S1ul,L1,H200.1025
SM-GE8XX_S115_E1-50,Inh L1-3 VIP ZNF322P1,GABAergic,VIP,M,S1ul,L1,H200.1025
SM-GE8XX_S116_E1-50,Inh L1 LAMP5 NDNF,GABAergic,LAMP5,M,S1ul,L1,H200.1025
SM-GE8XX_S117_E1-50,Inh L1-2 VIP PPAPDC1A,GABAergic,VIP,M,S1ul,L1,H200.1025
SM-GE8XX_S118_E1-50,Exc L2-4 RORB GRIK1,Glutamatergic,L4 IT,M,S1ul,L1,H200.1025
SM-GE8XX_S119_E1-50,Inh L1-2 VIP RPL41P3,GABAergic,VIP,M,S1ul,L1,H200.1025
SM-GE8XX_S121_E1-50,Exc L2-4 RORB GRIK1,Glutamatergic,L4 IT,M,S1ul,L3,H200.1025
SM-GE8XX_S123_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,M,S1ul,L3,H200.1025
SM-GE8XX_S124_E1-50,Outlier L1-3 SST OR2AD1P,Exclude,Exclude,M,S1ul,L3,H200.1025
SM-GE8XX_S125_E1-50,Exc L4 RORB CCDC168,Glutamatergic,L4 IT,M,S1ul,L3,H200.1025
SM-GE8XX_S126_E1-50,Exc L2-4 RORB GRIK1,Glutamatergic,L4 IT,M,S1ul,L3,H200.1025
SM-GE8XX_S127_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,S1ul,L3,H200.1025
SM-GE8XX_S128_E1-50,Oligo L4-6 OPALIN,Non-neuronal,Oligodendrocyte,M,S1ul,L3,H200.1025
SM-GE8XX_S129_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,S1ul,L3,H200.1025
SM-GE8XX_S130_E1-50,Exc L2-4 RORB GRIK1,Glutamatergic,L4 IT,M,S1ul,L3,H200.1025
SM-GE8XX_S131_E1-50,Exc L3-4 RORB PRSS12,Glutamatergic,IT,M,S1ul,L3,H200.1025
SM-GE8XX_S132_E1-50,Exc L2-4 RORB GRIK1,Glutamatergic,L4 IT,M,S1ul,L3,H200.1025
SM-GE8XX_S133_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,S1ul,L3,H200.1025
SM-GE8XX_S134_E1-50,Exc L3-4 RORB RPS3P6,Glutamatergic,L4 IT,M,S1ul,L3,H200.1025
SM-GE8XX_S135_E1-50,Exc L3-4 RORB PRSS12,Glutamatergic,IT,M,S1ul,L3,H200.1025
SM-GE8XX_S137_E1-50,Exc L4 RORB CCDC168,Glutamatergic,L4 IT,M,S1ul,L3,H200.1025
SM-GE8XX_S138_E1-50,Exc L2-4 RORB GRIK1,Glutamatergic,L4 IT,M,S1ul,L3,H200.1025
SM-GE8XX_S139_E1-50,Exc L3-4 RORB RPS3P6,Glutamatergic,L4 IT,M,S1ul,L3,H200.1025
SM-GE8XX_S140_E1-50,Exc L2-4 RORB GRIK1,Glutamatergic,L4 IT,M,S1ul,L3,H200.1025
SM-GE8XX_S141_E1-50,Exc L3-4 RORB PRSS12,Glutamatergic,IT,M,S1ul,L3,H200.1025
SM-GE8XX_S142_E1-50,Exc L2-4 RORB GRIK1,Glutamatergic,L4 IT,M,S1ul,L3,H200.1025
SM-GE8XX_S143_E1-50,Exc L2-4 RORB GRIK1,Glutamatergic,L4 IT,M,S1ul,L3,H200.1025
SM-GE8XX_S145_E1-50,Inh L1-3 VIP ZNF322P1,GABAergic,VIP,M,S1ul,L3,H200.1025
SM-GE8XX_S146_E1-50,Inh L3-5 SST MAFB,GABAergic,SST,M,S1ul,L3,H200.1025
SM-GE8XX_S148_E1-50,Exc L2-4 RORB GRIK1,Glutamatergic,L4 IT,M,S1ul,L3,H200.1025
SM-GE8XX_S149_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,S1ul,L3,H200.1025
SM-GE8XX_S150_E1-50,Inh L1-3 VIP ZNF322P1,GABAergic,VIP,M,S1ul,L3,H200.1025
SM-GE8XX_S151_E1-50,OPC L1-6 MYT1,Non-neuronal,OPC,M,S1ul,L3,H200.1025
SM-GE8XX_S154_E1-50,Inh L1 LAMP5 NDNF,GABAergic,LAMP5,M,S1ul,L3,H200.1025
SM-GE8XX_S155_E1-50,Outlier L1-3 SST OR2AD1P,Exclude,Exclude,M,S1ul,L3,H200.1025
SM-GE8XX_S156_E1-50,Inh L1-3 VIP ZNF322P1,GABAergic,VIP,M,S1ul,L3,H200.1025
SM-GE8XX_S157_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,S1ul,L3,H200.1025
SM-GE8XX_S158_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,S1ul,L3,H200.1025
SM-GE8XX_S159_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,S1ul,L3,H200.1025
SM-GE8XX_S169_E1-50,Inh L1-4 VIP CHRNA2,GABAergic,VIP,M,S1ul,L3,H200.1025
